id,cliente_id,data_pedido,prazo_entrega,valor
5075,180,2026-06-17,2026-06-20,4541.09
5076,77,2025-08-20,2025-08-23,3918.41
5077,276,2025-04-24,2025-04-27,242.80
5078,197,2025-08-29,2025-09-01,4353.12
5079,93,2025-04-10,2025-04-13,1143.68
5080,277,2025-12-11,2025-12-14,4140.91
5081,243,2026-01-28,2026-01-31,4590.01
5082,44,2025-07-14,2025-07-17,4730.16
5083,114,2025-10-02,2025-10-05,218.27
5084,46,2025-03-28,2025-03-31,2947.34
5085,25,2025-11-06,2025-11-09,531.80
5086,1,2026-03-04,2026-03-07,4538.73
5087,50,2025-05-17,2025-05-20,961.29
5088,123,2025-09-17,2025-09-20,2932.75
5089,83,2026-02-04,2026-02-07,247.39
5090,6,2026-03-24,2026-03-27,263.67
5091,149,2026-04-20,2026-04-23,206.84
5092,31,2025-04-29,2025-05-02,1513.82
5093,254,2025-04-17,2025-04-20,4557.94
5094,67,2025-03-08,2025-03-11,1413.33
5095,99,2026-02-09,2026-02-12,4859.67
5096,244,2025-05-21,2025-05-24,2877.24
5097,234,2025-10-30,2025-11-02,4145.56
5098,18,2025-04-23,2025-04-26,2395.36
5099,149,2025-07-02,2025-07-05,2170.82
5100,80,2025-05-19,2025-05-22,1415.62
5101,147,2025-08-19,2025-08-22,3138.59
5102,165,2025-07-14,2025-07-17,3716.98
5103,36,2025-11-27,2025-11-30,1806.76
5104,35,2025-11-29,2025-12-02,1211.93
5105,34,2026-05-07,2026-05-10,1134.48
5106,133,2026-01-30,2026-02-02,2140.88
5107,4,2025-09-18,2025-09-21,3149.16
5108,276,2025-11-29,2025-12-02,2313.44
5109,214,2025-07-02,2025-07-05,4280.71
5110,19,2025-04-03,2025-04-06,883.37
5111,44,2025-06-24,2025-06-27,629.13
5112,85,2026-02-03,2026-02-06,2837.93
5113,290,2025-10-17,2025-10-20,4933.07
5114,209,2026-01-02,2026-01-05,1705.67
5115,80,2025-07-03,2025-07-06,4572.43
5116,228,2026-03-12,2026-03-15,3391.78
5117,173,2025-02-19,2025-02-22,681.84
5118,159,2026-03-27,2026-03-30,1085.71
5119,167,2025-12-13,2025-12-16,2297.79
5120,216,2025-04-08,2025-04-11,778.85
5121,88,2025-03-21,2025-03-24,3839.96
5122,295,2025-12-27,2025-12-30,776.99
5123,42,2026-06-13,2026-06-16,4885.82
5124,173,2025-03-01,2025-03-04,1391.00
5125,9,2025-02-25,2025-02-28,4244.61
5126,193,2025-01-02,2025-01-05,1531.11
5127,138,2026-01-05,2026-01-08,3808.97
5128,222,2026-04-16,2026-04-19,2325.41
5129,223,2025-04-14,2025-04-17,2545.50
5130,115,2025-11-04,2025-11-07,4346.49
5131,224,2026-05-07,2026-05-10,2449.27
5132,15,2025-04-21,2025-04-24,2365.05
5133,47,2025-01-18,2025-01-21,3718.95
5134,236,2025-01-25,2025-01-28,4175.64
5135,223,2025-01-25,2025-01-28,579.21
5136,29,2025-02-07,2025-02-10,2636.30
5137,148,2025-09-04,2025-09-07,4089.65
5138,236,2025-06-12,2025-06-15,1258.22
5139,109,2026-03-28,2026-03-31,674.69
5140,71,2025-02-17,2025-02-20,2175.08
5141,248,2025-10-28,2025-10-31,3308.01
5142,43,2025-01-13,2025-01-16,477.57
5143,86,2025-08-14,2025-08-17,2522.31
5144,172,2025-05-31,2025-06-03,3600.60
5145,98,2025-03-19,2025-03-22,1816.67
5146,155,2026-02-24,2026-02-27,1172.96
5147,16,2025-06-21,2025-06-24,1954.03
5148,280,2026-02-23,2026-02-26,1552.06
5149,213,2025-02-18,2025-02-21,3024.71
5150,277,2026-05-26,2026-05-29,640.67
5151,115,2025-06-19,2025-06-22,2757.69
5152,47,2026-06-03,2026-06-06,1744.87
5153,22,2025-08-20,2025-08-23,4099.17
5154,242,2025-12-10,2025-12-13,1670.94
5155,144,2025-11-15,2025-11-18,1825.80
5156,123,2025-06-11,2025-06-14,2880.73
5157,14,2026-01-02,2026-01-05,2246.33
5158,174,2025-05-29,2025-06-01,4403.85
5159,283,2026-03-11,2026-03-14,3569.32
5160,53,2026-02-23,2026-02-26,4059.68
5161,79,2026-01-15,2026-01-18,1194.20
5162,71,2025-11-22,2025-11-25,2662.82
5163,207,2026-01-17,2026-01-20,4607.14
5164,211,2025-04-26,2025-04-29,2020.98
5165,205,2025-04-08,2025-04-11,3722.10
5166,6,2025-06-05,2025-06-08,939.45
5167,153,2025-07-25,2025-07-28,872.19
5168,143,2025-09-20,2025-09-23,244.40
5169,154,2025-05-26,2025-05-29,4460.02
5170,276,2025-06-17,2025-06-20,4668.72
5171,81,2025-07-23,2025-07-26,568.84
5172,7,2025-07-24,2025-07-27,2443.08
5173,158,2025-04-12,2025-04-15,3409.11
5174,8,2025-02-15,2025-02-18,3573.29
5175,84,2025-12-09,2025-12-12,4482.59
5176,243,2026-01-15,2026-01-18,1062.47
5177,227,2026-05-14,2026-05-17,4490.77
5178,204,2025-06-04,2025-06-07,1251.76
5179,258,2026-04-04,2026-04-07,4857.07
5180,254,2026-01-09,2026-01-12,2714.02
5181,25,2025-08-15,2025-08-18,2744.41
5182,231,2025-07-24,2025-07-27,2725.06
5183,26,2026-05-05,2026-05-08,1462.67
5184,196,2025-05-23,2025-05-26,2690.56
5185,69,2025-11-03,2025-11-06,2015.21
5186,218,2025-02-26,2025-03-01,4631.48
5187,107,2025-06-02,2025-06-05,363.28
5188,111,2025-09-18,2025-09-21,2169.93
5189,240,2026-03-26,2026-03-29,2288.07
5190,285,2026-04-27,2026-04-30,3341.77
5191,242,2026-06-11,2026-06-14,1210.07
5192,251,2025-12-30,2026-01-02,235.69
5193,272,2025-08-13,2025-08-16,889.80
5194,199,2025-01-09,2025-01-12,4087.61
5195,14,2025-06-28,2025-07-01,3104.64
5196,23,2026-04-11,2026-04-14,4509.27
5197,40,2025-01-06,2025-01-09,2593.42
5198,250,2025-06-09,2025-06-12,2631.28
5199,167,2025-09-25,2025-09-28,3908.08
5200,278,2026-03-14,2026-03-17,1300.38
5201,112,2026-05-21,2026-05-24,4725.99
5202,92,2025-10-31,2025-11-03,1582.73
5203,18,2026-05-08,2026-05-11,3620.11
5204,35,2025-08-25,2025-08-28,1818.50
5205,109,2025-02-01,2025-02-04,957.72
5206,5,2025-01-28,2025-01-31,4583.52
5207,294,2026-02-26,2026-03-01,3985.50
5208,290,2025-05-01,2025-05-04,1084.14
5209,10,2025-06-24,2025-06-27,2444.53
5210,245,2025-03-05,2025-03-08,1936.65
5211,110,2026-01-05,2026-01-08,2754.31
5212,258,2025-11-12,2025-11-15,740.48
5213,151,2026-01-26,2026-01-29,1350.30
5214,2,2025-04-30,2025-05-03,2462.92
5215,177,2025-07-02,2025-07-05,4102.30
5216,200,2025-04-28,2025-05-01,2049.38
5217,104,2025-04-22,2025-04-25,2139.33
5218,248,2025-06-14,2025-06-17,3893.40
5219,206,2026-04-03,2026-04-06,1830.71
5220,277,2026-02-21,2026-02-24,3905.08
5221,168,2026-03-28,2026-03-31,852.25
5222,49,2026-02-24,2026-02-27,415.44
5223,255,2026-02-27,2026-03-02,3188.31
5224,39,2025-05-09,2025-05-12,4239.23
5225,279,2025-06-18,2025-06-21,4198.14
5226,22,2026-03-11,2026-03-14,2451.82
5227,31,2025-07-17,2025-07-20,3603.48
5228,288,2026-01-29,2026-02-01,2426.43
5229,97,2026-02-12,2026-02-15,1915.80
5230,285,2026-03-19,2026-03-22,491.44
5231,175,2026-04-28,2026-05-01,2964.51
5232,232,2026-04-15,2026-04-18,2382.31
5233,173,2025-10-30,2025-11-02,3725.73
5234,234,2026-05-05,2026-05-08,2023.28
5235,1,2026-01-12,2026-01-15,534.31
5236,21,2026-05-29,2026-06-01,732.83
5237,139,2025-11-27,2025-11-30,1631.20
5238,106,2025-03-10,2025-03-13,291.81
5239,277,2026-03-07,2026-03-10,1417.24
5240,212,2025-04-29,2025-05-02,4700.90
5241,245,2025-06-11,2025-06-14,3569.40
5242,227,2025-10-03,2025-10-06,4649.55
5243,185,2025-11-10,2025-11-13,1067.35
5244,33,2025-11-06,2025-11-09,963.04
5245,9,2026-04-09,2026-04-12,4545.36
5246,175,2025-03-12,2025-03-15,2389.94
5247,77,2025-06-20,2025-06-23,735.44
5248,101,2026-01-28,2026-01-31,2506.09
5249,223,2025-07-28,2025-07-31,2309.07
5250,295,2025-12-08,2025-12-11,2948.35
5251,81,2025-04-10,2025-04-13,4306.21
5252,140,2025-04-09,2025-04-12,513.61
5253,56,2026-02-23,2026-02-26,4920.63
5254,188,2026-02-05,2026-02-08,3019.69
5255,211,2026-06-09,2026-06-12,1441.54
5256,300,2025-01-17,2025-01-20,2744.57
5257,135,2025-09-27,2025-09-30,1445.63
5258,131,2025-08-18,2025-08-21,1210.86
5259,92,2025-04-30,2025-05-03,4841.11
5260,188,2025-02-27,2025-03-02,4347.01
5261,203,2025-03-26,2025-03-29,304.01
5262,225,2026-01-07,2026-01-10,4341.27
5263,292,2025-08-06,2025-08-09,2452.89
5264,74,2026-01-01,2026-01-04,854.88
5265,141,2026-04-21,2026-04-24,4223.40
5266,154,2026-05-02,2026-05-05,4485.28
5267,69,2025-06-18,2025-06-21,4066.42
5268,5,2025-05-05,2025-05-08,1010.25
5269,8,2026-03-19,2026-03-22,3284.56
5270,16,2026-01-28,2026-01-31,2701.17
5271,60,2025-08-21,2025-08-24,3859.11
5272,240,2025-06-26,2025-06-29,820.90
5273,208,2025-12-03,2025-12-06,2849.42
5274,79,2026-04-28,2026-05-01,1253.07
5275,182,2025-07-25,2025-07-28,4649.09
5276,286,2026-03-27,2026-03-30,1404.97
5277,279,2026-06-16,2026-06-19,4491.10
5278,177,2026-05-15,2026-05-18,3727.50
5279,279,2026-04-01,2026-04-04,2314.07
5280,79,2025-11-29,2025-12-02,4215.35
5281,46,2026-05-28,2026-05-31,4396.99
5282,196,2026-06-20,2026-06-23,2265.22
5283,192,2026-06-09,2026-06-12,1493.01
5284,54,2025-09-03,2025-09-06,352.56
5285,154,2025-08-16,2025-08-19,1893.52
5286,299,2025-08-12,2025-08-15,3159.22
5287,52,2025-07-08,2025-07-11,3088.66
5288,84,2025-11-29,2025-12-02,2863.60
5289,172,2025-06-07,2025-06-10,4024.98
5290,119,2025-11-06,2025-11-09,3576.92
5291,262,2026-01-12,2026-01-15,4041.31
5292,132,2025-12-08,2025-12-11,882.41
5293,219,2025-09-17,2025-09-20,485.60
5294,109,2026-05-20,2026-05-23,1902.94
5295,1,2025-06-05,2025-06-08,678.04
5296,147,2025-02-07,2025-02-10,931.50
5297,120,2025-05-03,2025-05-06,4325.53
5298,66,2025-07-09,2025-07-12,2318.77
5299,223,2025-12-13,2025-12-16,2912.00
5300,154,2025-02-24,2025-02-27,4460.41
5301,36,2025-04-17,2025-04-20,1219.11
5302,17,2025-05-19,2025-05-22,3473.43
5303,18,2025-01-01,2025-01-04,4558.48
5304,279,2026-06-08,2026-06-11,539.04
5305,213,2026-01-12,2026-01-15,4993.82
5306,145,2025-03-21,2025-03-24,3513.72
5307,196,2026-05-11,2026-05-14,320.66
5308,286,2025-12-22,2025-12-25,3180.11
5309,224,2025-05-15,2025-05-18,643.48
5310,182,2026-05-18,2026-05-21,4588.74
5311,48,2026-03-28,2026-03-31,4799.63
5312,207,2025-03-08,2025-03-11,2392.15
5313,158,2026-02-04,2026-02-07,1661.78
5314,112,2025-04-26,2025-04-29,3914.41
5315,205,2026-06-10,2026-06-13,1900.81
5316,189,2026-05-28,2026-05-31,2529.95
5317,107,2025-03-12,2025-03-15,1229.22
5318,145,2026-06-16,2026-06-19,2223.17
5319,269,2025-08-09,2025-08-12,2700.53
5320,228,2026-05-06,2026-05-09,1167.82
5321,293,2025-10-08,2025-10-11,1875.84
5322,271,2026-06-13,2026-06-16,4683.13
5323,8,2025-01-28,2025-01-31,3404.41
5324,291,2025-06-21,2025-06-24,3528.93
5325,152,2026-03-09,2026-03-12,2574.40
5326,283,2025-03-08,2025-03-11,4418.99
5327,118,2025-03-26,2025-03-29,3943.56
5328,92,2026-03-07,2026-03-10,2053.66
5329,208,2026-04-04,2026-04-07,1500.18
5330,36,2025-03-20,2025-03-23,505.12
5331,218,2025-09-22,2025-09-25,2647.16
5332,272,2025-02-20,2025-02-23,765.45
5333,188,2026-02-27,2026-03-02,664.04
5334,165,2026-02-04,2026-02-07,418.53
5335,165,2025-04-04,2025-04-07,2877.00
5336,286,2025-10-01,2025-10-04,3258.78
5337,89,2025-09-08,2025-09-11,4347.36
5338,46,2025-07-19,2025-07-22,4247.88
5339,140,2026-02-05,2026-02-08,4509.53
5340,238,2026-03-28,2026-03-31,3824.70
5341,253,2025-09-04,2025-09-07,695.21
5342,271,2025-03-15,2025-03-18,778.45
5343,72,2025-03-29,2025-04-01,1481.30
5344,114,2025-10-27,2025-10-30,777.48
5345,47,2026-05-18,2026-05-21,2563.15
5346,14,2025-07-16,2025-07-19,3243.60
5347,237,2025-05-06,2025-05-09,1988.66
5348,297,2025-03-21,2025-03-24,559.44
5349,40,2025-10-31,2025-11-03,4467.45
5350,236,2025-02-07,2025-02-10,3594.94
5351,106,2025-02-10,2025-02-13,2039.04
5352,62,2025-03-22,2025-03-25,840.70
5353,276,2025-05-28,2025-05-31,916.40
5354,29,2026-06-11,2026-06-14,1375.47
5355,257,2026-06-20,2026-06-23,4139.64
5356,137,2025-02-04,2025-02-07,3418.14
5357,16,2025-02-26,2025-03-01,2359.60
5358,94,2025-11-07,2025-11-10,4639.72
5359,251,2025-12-15,2025-12-18,4479.77
5360,7,2026-04-09,2026-04-12,1280.19
5361,110,2025-05-27,2025-05-30,4197.43
5362,186,2025-09-17,2025-09-20,1699.90
5363,288,2025-07-04,2025-07-07,4561.33
5364,295,2025-05-09,2025-05-12,4788.42
5365,24,2026-01-14,2026-01-17,4988.73
5366,73,2025-11-03,2025-11-06,2435.43
5367,128,2026-02-05,2026-02-08,3226.21
5368,85,2025-06-10,2025-06-13,1347.09
5369,289,2025-04-07,2025-04-10,4748.37
5370,164,2026-06-03,2026-06-06,2664.08
5371,142,2025-11-05,2025-11-08,3102.97
5372,191,2025-08-04,2025-08-07,4803.24
5373,48,2025-12-15,2025-12-18,2785.78
5374,115,2025-11-28,2025-12-01,1832.23
5375,99,2026-04-28,2026-05-01,2827.78
5376,112,2025-03-29,2025-04-01,2719.07
5377,295,2025-08-19,2025-08-22,2219.04
5378,117,2026-04-04,2026-04-07,2758.98
5379,45,2026-01-21,2026-01-24,565.41
5380,15,2026-04-14,2026-04-17,4951.74
5381,195,2025-02-01,2025-02-04,2358.81
5382,251,2025-01-01,2025-01-04,493.28
5383,204,2025-05-24,2025-05-27,330.13
5384,123,2026-04-27,2026-04-30,3979.42
5385,174,2025-09-02,2025-09-05,265.27
5386,240,2025-11-08,2025-11-11,4702.55
5387,60,2026-03-06,2026-03-09,1684.77
5388,148,2026-05-15,2026-05-18,901.46
5389,131,2025-09-20,2025-09-23,4938.73
5390,167,2025-02-01,2025-02-04,4474.32
5391,259,2025-07-22,2025-07-25,3499.10
5392,18,2026-01-22,2026-01-25,1174.22
5393,86,2026-01-14,2026-01-17,818.15
5394,43,2026-02-10,2026-02-13,1272.68
5395,164,2026-02-24,2026-02-27,530.28
5396,74,2025-06-21,2025-06-24,574.59
5397,22,2025-09-05,2025-09-08,4314.67
5398,190,2026-03-02,2026-03-05,614.47
5399,202,2025-02-25,2025-02-28,1207.15
5400,144,2025-10-16,2025-10-19,655.49
5401,132,2025-01-23,2025-01-26,2092.88
5402,180,2025-06-13,2025-06-16,1431.03
5403,200,2025-09-17,2025-09-20,1065.30
5404,72,2025-02-17,2025-02-20,4986.36
5405,220,2025-04-05,2025-04-08,4820.40
5406,243,2026-03-25,2026-03-28,841.72
5407,159,2025-11-07,2025-11-10,4107.26
5408,162,2025-12-22,2025-12-25,3381.54
5409,102,2025-02-27,2025-03-02,3434.38
5410,263,2026-03-28,2026-03-31,3387.99
5411,106,2026-06-03,2026-06-06,4036.49
5412,100,2025-08-29,2025-09-01,1243.82
5413,178,2026-04-14,2026-04-17,458.62
5414,292,2026-02-25,2026-02-28,2776.54
5415,223,2025-03-21,2025-03-24,499.72
5416,209,2026-04-07,2026-04-10,1022.18
5417,24,2026-03-16,2026-03-19,2908.56
5418,300,2026-03-30,2026-04-02,4148.60
5419,300,2025-11-19,2025-11-22,3410.19
5420,266,2026-05-09,2026-05-12,2134.88
5421,204,2026-05-05,2026-05-08,3643.55
5422,59,2026-03-19,2026-03-22,2581.23
5423,64,2025-08-18,2025-08-21,1614.74
5424,92,2026-02-27,2026-03-02,2234.86
5425,12,2026-01-31,2026-02-03,3899.61
5426,171,2025-12-16,2025-12-19,918.31
5427,292,2025-04-30,2025-05-03,4615.05
5428,78,2026-03-25,2026-03-28,2819.66
5429,105,2025-08-01,2025-08-04,4101.99
5430,15,2026-06-19,2026-06-22,509.35
5431,163,2026-05-21,2026-05-24,3730.16
5432,236,2025-09-27,2025-09-30,4086.66
5433,83,2025-01-02,2025-01-05,3074.94
5434,19,2025-09-29,2025-10-02,743.91
5435,227,2025-01-14,2025-01-17,1151.66
5436,280,2025-12-04,2025-12-07,2157.06
5437,26,2025-11-28,2025-12-01,4217.80
5438,206,2026-03-28,2026-03-31,3184.95
5439,116,2025-01-23,2025-01-26,3110.88
5440,269,2025-08-16,2025-08-19,4204.69
5441,71,2025-07-11,2025-07-14,754.53
5442,58,2025-02-07,2025-02-10,1032.57
5443,167,2025-04-16,2025-04-19,3476.30
5444,104,2026-04-29,2026-05-02,2371.67
5445,214,2026-03-12,2026-03-15,318.65
5446,2,2026-03-02,2026-03-05,3156.41
5447,205,2025-03-21,2025-03-24,330.89
5448,129,2025-07-12,2025-07-15,2161.37
5449,86,2025-06-02,2025-06-05,4314.22
5450,205,2025-03-21,2025-03-24,2446.77
5451,127,2026-03-23,2026-03-26,2201.88
5452,37,2026-01-16,2026-01-19,4914.34
5453,251,2025-11-25,2025-11-28,1635.47
5454,96,2025-12-22,2025-12-25,863.89
5455,125,2025-07-28,2025-07-31,2732.54
5456,253,2026-01-28,2026-01-31,434.28
5457,106,2025-01-11,2025-01-14,3953.22
5458,273,2026-05-13,2026-05-16,1672.76
5459,26,2025-06-09,2025-06-12,2109.53
5460,298,2025-05-09,2025-05-12,4612.28
5461,89,2025-10-18,2025-10-21,450.26
5462,157,2025-01-07,2025-01-10,1082.57
5463,126,2026-01-01,2026-01-04,4560.87
5464,106,2025-05-28,2025-05-31,1025.16
5465,257,2025-08-12,2025-08-15,4590.24
5466,252,2025-01-27,2025-01-30,2164.04
5467,146,2025-10-20,2025-10-23,4430.86
5468,149,2025-03-22,2025-03-25,3448.24
5469,44,2025-02-01,2025-02-04,644.97
5470,16,2026-06-11,2026-06-14,2126.87
5471,269,2025-02-14,2025-02-17,3744.70
5472,212,2025-10-28,2025-10-31,1813.96
5473,267,2026-04-13,2026-04-16,3471.72
5474,30,2025-08-18,2025-08-21,4123.01
5475,167,2025-03-07,2025-03-10,1039.63
5476,141,2026-04-03,2026-04-06,3186.33
5477,244,2025-04-12,2025-04-15,2240.74
5478,247,2026-03-11,2026-03-14,1266.09
5479,236,2025-12-18,2025-12-21,1267.59
5480,184,2025-03-14,2025-03-17,2679.84
5481,74,2025-01-30,2025-02-02,692.69
5482,147,2025-02-20,2025-02-23,2565.84
5483,194,2025-08-26,2025-08-29,1064.16
5484,93,2025-08-05,2025-08-08,1120.91
5485,162,2025-06-04,2025-06-07,1970.80
5486,54,2026-06-12,2026-06-15,3329.22
5487,27,2025-12-05,2025-12-08,3599.12
5488,148,2025-08-29,2025-09-01,1391.10
5489,147,2025-05-13,2025-05-16,2851.25
5490,33,2025-04-29,2025-05-02,4985.62
5491,280,2025-06-18,2025-06-21,1065.46
5492,230,2025-12-16,2025-12-19,2951.70
5493,34,2026-05-21,2026-05-24,894.79
5494,23,2026-06-22,2026-06-25,1789.90
5495,236,2025-12-20,2025-12-23,2847.36
5496,45,2025-08-02,2025-08-05,581.13
5497,10,2025-03-21,2025-03-24,4339.40
5498,209,2025-07-31,2025-08-03,4044.13
5499,114,2025-11-28,2025-12-01,3825.35
5500,82,2025-09-15,2025-09-18,1442.06
5501,71,2026-02-13,2026-02-16,3546.64
5502,18,2026-01-12,2026-01-15,3720.67
5503,135,2025-01-31,2025-02-03,1780.53
5504,253,2025-10-04,2025-10-07,4273.55
5505,253,2025-09-16,2025-09-19,647.94
5506,140,2025-09-15,2025-09-18,3671.58
5507,7,2025-08-21,2025-08-24,4344.64
5508,109,2025-08-08,2025-08-11,3892.40
5509,268,2025-09-01,2025-09-04,4254.27
5510,72,2026-01-03,2026-01-06,4126.56
5511,66,2025-01-09,2025-01-12,4671.71
5512,9,2025-12-22,2025-12-25,2500.06
5513,147,2025-04-03,2025-04-06,4717.03
5514,29,2025-05-12,2025-05-15,1205.10
5515,29,2025-09-03,2025-09-06,3990.60
5516,66,2025-11-12,2025-11-15,4518.23
5517,59,2026-05-20,2026-05-23,993.30
5518,98,2025-09-27,2025-09-30,3042.47
5519,1,2025-03-04,2025-03-07,1403.63
5520,161,2025-03-27,2025-03-30,4402.09
5521,35,2026-03-18,2026-03-21,949.15
5522,232,2025-07-21,2025-07-24,2785.62
5523,286,2026-06-09,2026-06-12,3735.37
5524,5,2025-04-21,2025-04-24,1600.99
5525,54,2026-02-21,2026-02-24,3944.01
5526,156,2025-08-05,2025-08-08,3694.68
5527,276,2025-06-09,2025-06-12,1380.56
5528,180,2025-01-22,2025-01-25,845.01
5529,121,2026-04-28,2026-05-01,918.96
5530,131,2026-05-29,2026-06-01,4279.89
5531,109,2025-08-11,2025-08-14,2295.47
5532,109,2025-09-18,2025-09-21,1378.66
5533,110,2025-09-17,2025-09-20,468.17
5534,250,2025-05-12,2025-05-15,3800.71
5535,62,2025-08-26,2025-08-29,1632.10
5536,89,2026-01-12,2026-01-15,3325.68
5537,123,2025-06-28,2025-07-01,4113.60
5538,112,2025-08-18,2025-08-21,1456.48
5539,247,2025-06-09,2025-06-12,1814.38
5540,215,2026-01-08,2026-01-11,3415.01
5541,293,2025-08-02,2025-08-05,2480.32
5542,252,2025-07-31,2025-08-03,3924.89
5543,87,2025-05-01,2025-05-04,3260.92
5544,263,2026-06-10,2026-06-13,1793.32
5545,52,2025-06-02,2025-06-05,1398.76
5546,2,2026-04-04,2026-04-07,3438.74
5547,169,2026-01-02,2026-01-05,2420.71
5548,147,2025-03-15,2025-03-18,4300.71
5549,240,2025-07-16,2025-07-19,2660.90
5550,90,2025-01-20,2025-01-23,676.79
5551,81,2025-10-18,2025-10-21,4246.39
5552,40,2025-12-01,2025-12-04,1957.51
5553,155,2025-09-26,2025-09-29,867.46
5554,193,2025-06-09,2025-06-12,823.19
5555,255,2026-05-28,2026-05-31,1681.47
5556,38,2025-12-09,2025-12-12,2319.25
5557,74,2025-01-28,2025-01-31,4406.57
5558,209,2025-10-06,2025-10-09,518.32
5559,256,2026-06-04,2026-06-07,2596.42
5560,272,2025-05-13,2025-05-16,1253.06
5561,185,2025-08-18,2025-08-21,1576.22
5562,250,2025-10-23,2025-10-26,4899.69
5563,215,2026-04-13,2026-04-16,2344.79
5564,226,2026-06-13,2026-06-16,1690.04
5565,295,2025-07-05,2025-07-08,4866.41
5566,205,2025-11-28,2025-12-01,224.94
5567,13,2025-12-23,2025-12-26,1018.64
5568,41,2026-06-01,2026-06-04,4311.00
5569,185,2025-02-08,2025-02-11,4635.19
5570,140,2025-04-04,2025-04-07,4808.32
5571,92,2026-04-08,2026-04-11,3040.43
5572,177,2025-05-03,2025-05-06,1740.53
5573,256,2025-07-19,2025-07-22,4771.43
5574,42,2025-04-22,2025-04-25,1935.19
5575,44,2025-04-09,2025-04-12,3716.01
5576,252,2025-07-02,2025-07-05,4266.93
5577,300,2025-09-01,2025-09-04,2013.10
5578,70,2025-06-27,2025-06-30,4857.27
5579,43,2025-07-23,2025-07-26,3985.98
5580,148,2025-12-06,2025-12-09,2940.08
5581,210,2025-02-19,2025-02-22,3611.02
5582,230,2026-04-13,2026-04-16,2581.91
5583,79,2025-02-05,2025-02-08,3646.08
5584,59,2025-02-13,2025-02-16,3744.56
5585,299,2025-04-14,2025-04-17,1676.37
5586,139,2025-10-15,2025-10-18,4517.07
5587,206,2026-05-14,2026-05-17,2860.32
5588,7,2025-09-09,2025-09-12,543.84
5589,237,2026-02-03,2026-02-06,2324.45
5590,89,2025-12-24,2025-12-27,4507.33
5591,232,2025-01-24,2025-01-27,2583.29
5592,229,2025-05-21,2025-05-24,3897.03
5593,121,2025-08-06,2025-08-09,1172.13
5594,62,2026-05-21,2026-05-24,4648.72
5595,231,2025-01-08,2025-01-11,741.44
5596,4,2025-01-25,2025-01-28,4334.06
5597,237,2026-02-27,2026-03-02,3165.45
5598,164,2025-11-27,2025-11-30,4262.19
5599,5,2025-01-20,2025-01-23,2203.08
5600,54,2025-03-22,2025-03-25,4642.57
5601,219,2025-12-22,2025-12-25,2377.26
5602,93,2025-08-06,2025-08-09,1672.96
5603,206,2025-01-20,2025-01-23,2094.15
5604,220,2026-05-20,2026-05-23,4717.19
5605,120,2025-10-31,2025-11-03,3509.91
5606,159,2025-04-23,2025-04-26,3649.18
5607,120,2025-11-05,2025-11-08,976.19
5608,12,2026-06-13,2026-06-16,3501.85
5609,132,2026-01-08,2026-01-11,2689.05
5610,264,2026-05-27,2026-05-30,2141.21
5611,127,2025-09-22,2025-09-25,2616.24
5612,35,2025-12-06,2025-12-09,2162.21
5613,134,2025-03-19,2025-03-22,597.18
5614,172,2025-04-29,2025-05-02,2168.20
5615,147,2026-05-21,2026-05-24,3855.28
5616,122,2025-11-15,2025-11-18,606.99
5617,39,2025-03-19,2025-03-22,1147.61
5618,272,2025-01-28,2025-01-31,4251.05
5619,111,2026-05-21,2026-05-24,4273.78
5620,193,2025-01-09,2025-01-12,598.78
5621,77,2026-03-25,2026-03-28,4574.64
5622,252,2026-02-12,2026-02-15,1355.89
5623,231,2025-01-13,2025-01-16,3615.98
5624,156,2025-05-26,2025-05-29,477.99
5625,159,2025-01-02,2025-01-05,2770.28
5626,123,2025-03-18,2025-03-21,497.14
5627,3,2025-12-31,2026-01-03,3557.33
5628,196,2026-04-23,2026-04-26,4290.99
5629,232,2025-05-01,2025-05-04,2411.39
5630,193,2026-04-10,2026-04-13,2902.98
5631,194,2025-03-19,2025-03-22,4693.08
5632,38,2026-02-25,2026-02-28,4593.62
5633,191,2025-07-19,2025-07-22,1808.26
5634,248,2025-08-14,2025-08-17,3666.81
5635,290,2026-03-14,2026-03-17,1740.17
5636,180,2025-03-06,2025-03-09,858.18
5637,250,2025-07-23,2025-07-26,4177.78
5638,201,2025-06-28,2025-07-01,1636.48
5639,207,2026-04-22,2026-04-25,4650.15
5640,165,2025-11-08,2025-11-11,1177.14
5641,156,2025-04-28,2025-05-01,896.80
5642,56,2025-08-18,2025-08-21,2066.42
5643,150,2025-08-21,2025-08-24,4713.62
5644,126,2025-07-15,2025-07-18,3462.46
5645,149,2025-05-29,2025-06-01,4125.95
5646,238,2026-04-27,2026-04-30,2477.24
5647,228,2025-03-01,2025-03-04,2334.74
5648,278,2025-05-07,2025-05-10,1447.86
5649,286,2026-04-04,2026-04-07,1782.67
5650,75,2025-10-02,2025-10-05,3171.52
5651,211,2025-04-23,2025-04-26,3964.87
5652,90,2025-12-12,2025-12-15,4911.02
5653,16,2025-01-03,2025-01-06,4113.01
5654,88,2025-07-29,2025-08-01,1867.86
5655,247,2026-01-13,2026-01-16,3404.13
5656,181,2025-04-03,2025-04-06,4787.60
5657,247,2026-06-16,2026-06-19,2385.37
5658,110,2026-05-26,2026-05-29,1466.80
5659,232,2026-03-26,2026-03-29,3670.43
5660,41,2026-04-02,2026-04-05,2902.40
